fid,begin,end,distance,angle,SAMPLE_HEIGHT1,FOW_NAME
"327","1","115",3260,63.400502832175,197.055358886719,003 - Ungeteilte Fahrbahn
"328","1","115",3270,63.400502832175,196.822280883789,003 - Ungeteilte Fahrbahn
"329","1","115",3280,63.4049996342272,196.814331054688,003 - Ungeteilte Fahrbahn
"330","1","115",3290,63.4049996342272,196.589569091797,003 - Ungeteilte Fahrbahn
"331","1","115",3300,63.3993072828688,196.606491088867,003 - Ungeteilte Fahrbahn
"332","1","115",3310,63.3993072828688,196.387466430664,003 - Ungeteilte Fahrbahn
"333","1","115",3320,63.3993072828688,196.408233642578,003 - Ungeteilte Fahrbahn
"334","1","115",3330,63.3993072828688,196.104995727539,003 - Ungeteilte Fahrbahn
"335","1","115",3340,68.4654354798124,196.104995727539,003 - Ungeteilte Fahrbahn
"336","1","115",3350,68.4654354798124,195.922668457031,003 - Ungeteilte Fahrbahn
"337","1","115",3360,68.4654354798124,195.557922363281,003 - Ungeteilte Fahrbahn
"338","1","115",3370,68.4654354798124,195.262954711914,003 - Ungeteilte Fahrbahn
"339","1","115",3380,68.4654354798124,195.01643371582,003 - Ungeteilte Fahrbahn
"340","1","115",3390,68.4654354798124,194.722381591797,003 - Ungeteilte Fahrbahn
"341","1","115",3400,68.4654354798124,194.624404907227,003 - Ungeteilte Fahrbahn
"342","1","115",3410,68.4654354798124,194.295501708984,003 - Ungeteilte Fahrbahn
"343","1","115",3420,68.7323908734945,194.091674804688,003 - Ungeteilte Fahrbahn
"344","1","115",3430,68.7323908734945,193.924667358398,003 - Ungeteilte Fahrbahn
"345","1","115",3440,68.7323908734945,193.564605712891,003 - Ungeteilte Fahrbahn
"346","1","115",3450,68.7323908734945,193.382278442383,003 - Ungeteilte Fahrbahn
"347","1","115",3460,68.7323908734945,193.151077270508,003 - Ungeteilte Fahrbahn
"348","1","115",3470,68.7323908734945,192.861709594727,003 - Ungeteilte Fahrbahn
"349","1","115",3480,68.7323908734945,192.861709594727,003 - Ungeteilte Fahrbahn
"350","1","115",3490,68.7323908734945,192.639068603516,003 - Ungeteilte Fahrbahn
"351","1","115",3500,68.7323908734945,192.198593139648,003 - Ungeteilte Fahrbahn
"352","1","115",3510,68.7323908734945,192.015823364258,003 - Ungeteilte Fahrbahn
"353","1","115",3520,68.7323908734945,191.540634155273,003 - Ungeteilte Fahrbahn
"354","1","115",3530,70.2307031024368,191.154235839844,003 - Ungeteilte Fahrbahn
"355","1","115",3540,70.2307031024368,190.843078613281,003 - Ungeteilte Fahrbahn
"356","1","115",3550,71.5629815911484,190.416549682617,003 - Ungeteilte Fahrbahn
"357","1","115",3560,70.1261536771038,190.01545715332,003 - Ungeteilte Fahrbahn
"358","1","115",3570,70.1261536771038,189.760650634766,003 - Ungeteilte Fahrbahn
"359","1","115",3580,67.4783493960902,189.162353515625,003 - Ungeteilte Fahrbahn
"360","1","115",3590,67.0386551413448,188.740570068359,003 - Ungeteilte Fahrbahn
"361","1","115",3600,58.8704911246907,188.244476318359,003 - Ungeteilte Fahrbahn
"362","1","115",3610,61.9475986207878,187.845321655273,003 - Ungeteilte Fahrbahn
"363","1","115",3620,57.3360540490494,187.704818725586,003 - Ungeteilte Fahrbahn
"364","1","115",3630,57.3360540490494,187.408004760742,003 - Ungeteilte Fahrbahn
"365","1","115",3640,54.2965900477122,186.980392456055,003 - Ungeteilte Fahrbahn
"366","1","115",3650,52.3744074083135,186.349151611328,003 - Ungeteilte Fahrbahn
"367","1","115",3660,48.648226951406,186.087036132812,003 - Ungeteilte Fahrbahn
"368","1","115",3670,46.008069857495,185.835418701172,003 - Ungeteilte Fahrbahn
"369","1","115",3680,46.008069857495,185.353958129883,003 - Ungeteilte Fahrbahn
"370","1","115",3690,42.0043285975084,185.105972290039,003 - Ungeteilte Fahrbahn
"371","1","115",3700,37.9999023388091,184.860763549805,003 - Ungeteilte Fahrbahn
"372","1","115",3710,37.9999023388091,184.377548217773,003 - Ungeteilte Fahrbahn
"373","1","115",3720,35.3614095450309,183.835098266602,003 - Ungeteilte Fahrbahn
"374","1","115",3730,34.9484647758182,183.835098266602,003 - Ungeteilte Fahrbahn
"375","1","115",3740,36.8822577486151,183.459808349609,003 - Ungeteilte Fahrbahn
"376","1","115",3750,34.5954375628833,183.208267211914,003 - Ungeteilte Fahrbahn
"377","1","115",3760,34.5954375628833,182.679428100586,003 - Ungeteilte Fahrbahn
"378","1","115",3770,34.5954375628833,182.286682128906,003 - Ungeteilte Fahrbahn
"379","1","115",3780,34.5954375628833,182.220520019531,003 - Ungeteilte Fahrbahn
"380","1","115",3790,34.5954375628833,181.972137451172,003 - Ungeteilte Fahrbahn
"381","1","115",3800,34.5954375628833,181.961563110352,003 - Ungeteilte Fahrbahn
"382","1","115",3810,32.7104725635229,181.725738525391,003 - Ungeteilte Fahrbahn
"383","1","115",3820,32.7104725635229,181.729248046875,003 - Ungeteilte Fahrbahn
